,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,predicted,probability space %,calibration logreg probability space %,calibration isoreg probability space %
796,2019-03-15 17:00:51,2019-03-15 17:06:36,1,0.7,5.5,0.0,0.0,9.8,yellow,Greenwich Village North,East Village,Manhattan,Manhattan,1,89.75,92.64,93.78
1755,2019-03-12 11:36:43,2019-03-12 11:57:15,1,1.5,13.5,3.36,0.0,20.16,yellow,Yorkville West,Upper East Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
3488,2019-03-15 14:53:18,2019-03-15 15:20:26,6,2.33,17.0,3.04,0.0,23.34,yellow,Lincoln Square West,Upper East Side North,Manhattan,Manhattan,0,0.05,1.24,0.0
3029,2019-03-09 06:20:40,2019-03-09 06:52:17,5,18.71,52.0,11.06,0.0,66.36,yellow,Flatiron,JFK Airport,Manhattan,Queens,0,0.22,1.26,0.0
2680,2019-03-16 00:05:32,2019-03-16 00:19:45,1,1.4,10.0,2.75,0.0,16.55,yellow,West Village,East Village,Manhattan,Manhattan,0,0.01,1.24,0.0
5980,2019-03-17 13:46:25,2019-03-17 14:10:15,1,3.62,17.5,0.0,0.0,18.3,green,Midwood,Bath Beach,Brooklyn,Brooklyn,0,10.3,2.69,4.76
259,2019-03-20 03:41:49,2019-03-20 03:58:06,6,5.53,17.5,2.5,0.0,23.8,yellow,Chinatown,Yorkville West,Manhattan,Manhattan,0,1.67,1.4,0.0
3057,2019-03-31 02:00:16,2019-03-31 02:08:02,1,2.28,8.5,2.46,0.0,14.76,yellow,Lenox Hill East,UN/Turtle Bay South,Manhattan,Manhattan,0,0.01,1.24,0.0
906,2019-03-13 14:22:16,2019-03-13 14:29:12,1,1.1,6.5,1.96,0.0,11.76,yellow,TriBeCa/Civic Center,Battery Park City,Manhattan,Manhattan,0,0.01,1.24,0.0
450,2019-03-01 21:02:27,2019-03-01 21:07:03,1,1.2,6.0,1.95,0.0,11.75,yellow,Midtown East,Upper East Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
2123,2019-03-30 02:23:26,2019-03-30 02:31:33,1,2.64,10.0,2.76,0.0,16.56,yellow,TriBeCa/Civic Center,East Chelsea,Manhattan,Manhattan,0,0.01,1.24,0.0
1199,2019-03-23 09:59:40,2019-03-23 10:10:47,1,2.16,10.0,2.66,0.0,15.96,yellow,Lincoln Square East,Midtown South,Manhattan,Manhattan,0,0.01,1.24,0.0
2762,2019-03-31 11:51:20,2019-03-31 12:14:16,0,6.6,23.0,6.55,0.0,32.85,yellow,Financial District North,Upper East Side South,Manhattan,Manhattan,0,0.04,1.24,0.0
6205,2019-03-10 16:28:21,2019-03-10 16:30:46,1,0.56,4.0,1.44,0.0,6.24,green,Central Harlem,Central Harlem,Manhattan,Manhattan,0,0.07,1.24,0.0
4689,2019-03-07 01:28:46,2019-03-07 01:32:43,1,0.6,4.5,0.0,0.0,8.3,yellow,Times Sq/Theatre District,Midtown East,Manhattan,Manhattan,1,94.16,94.65,96.77
6398,2019-03-17 13:07:29,2019-03-17 13:51:56,1,18.39,50.5,7.7,0.0,59.0,green,DUMBO/Vinegar Hill,JFK Airport,Brooklyn,Queens,0,0.3,1.26,0.0
4177,2019-03-27 15:31:25,2019-03-27 15:48:19,1,2.03,12.0,0.0,0.0,15.3,yellow,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan,1,94.27,94.69,96.77
2744,2019-03-06 20:37:37,2019-03-06 20:45:26,2,1.22,7.0,1.0,0.0,11.8,yellow,Central Park,Lincoln Square East,Manhattan,Manhattan,0,0.02,1.24,0.0
4580,2019-03-26 18:06:58,2019-03-26 18:19:02,2,2.0,10.0,2.85,0.0,17.15,yellow,Central Park,Lenox Hill East,Manhattan,Manhattan,0,0.01,1.24,0.0
6121,2019-03-31 21:40:28,2019-03-31 21:58:58,1,3.59,15.0,0.0,0.0,16.3,green,Borough Park,Crown Heights South,Brooklyn,Brooklyn,0,15.6,3.99,4.76
2268,2019-03-20 18:20:10,2019-03-20 18:27:05,1,2.74,9.5,2.2,0.0,16.0,yellow,Financial District North,Alphabet City,Manhattan,Manhattan,0,0.02,1.24,0.0
6308,2019-03-01 15:58:22,2019-03-01 16:55:59,1,18.2,56.13,0.0,0.0,56.63,green,Sheepshead Bay,Fresh Meadows,Brooklyn,Queens,0,3.53,1.61,0.0
1972,2019-03-11 06:22:02,2019-03-11 06:28:06,3,0.78,6.0,0.0,0.0,9.3,yellow,Garment District,Murray Hill,Manhattan,Manhattan,1,93.17,94.25,93.78
1942,2019-03-05 10:30:18,2019-03-05 10:46:25,2,0.88,10.5,2.0,0.0,15.8,yellow,Penn Station/Madison Sq West,Murray Hill,Manhattan,Manhattan,0,0.02,1.24,0.0
2845,2019-03-21 18:37:31,2019-03-21 18:48:02,6,2.05,9.0,2.66,0.0,15.96,yellow,Clinton East,Upper West Side South,Manhattan,Manhattan,0,0.03,1.24,0.0
335,2019-03-26 21:07:17,2019-03-26 21:29:20,1,3.97,18.0,4.36,0.0,26.16,yellow,Union Sq,East Harlem South,Manhattan,Manhattan,0,0.03,1.24,0.0
6004,2019-03-20 19:06:09,2019-03-20 19:14:38,1,1.4,8.0,0.0,0.0,9.8,green,Central Harlem,Central Harlem North,Manhattan,Manhattan,1,85.25,89.9,93.78
4910,2019-03-18 16:01:41,2019-03-18 16:07:47,1,0.7,5.5,3.0,0.0,12.8,yellow,Lincoln Square East,Midtown North,Manhattan,Manhattan,0,0.01,1.24,0.0
5539,2019-03-09 13:18:32,2019-03-09 14:11:20,1,8.18,35.5,2.0,0.0,41.05,green,Central Harlem North,West Village,Manhattan,Manhattan,0,0.49,1.28,0.0
1633,2019-03-12 08:05:48,2019-03-12 08:12:25,6,1.07,6.5,1.46,0.0,8.76,yellow,Bloomingdale,Upper West Side North,Manhattan,Manhattan,0,0.15,1.25,0.0
1892,2019-03-20 23:10:43,2019-03-20 23:19:51,1,2.1,8.5,0.0,0.0,12.3,yellow,Greenwich Village South,Financial District South,Manhattan,Manhattan,1,90.94,93.24,93.78
3737,2019-03-12 09:14:55,2019-03-12 09:21:03,1,0.9,6.0,0.0,0.0,9.3,yellow,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan,1,94.45,94.76,96.77
5581,2019-03-31 14:52:12,2019-03-31 14:59:41,6,1.6,7.5,0.0,0.0,8.3,green,Long Island City/Hunters Point,Sunnyside,Queens,Queens,1,96.46,95.48,100.0
3058,2019-03-17 06:44:41,2019-03-17 07:37:48,1,9.13,38.0,6.5,0.0,47.8,yellow,Times Sq/Theatre District,Windsor Terrace,Manhattan,Brooklyn,0,0.12,1.25,0.0
3999,2019-03-15 11:40:00,2019-03-15 12:08:38,1,6.08,23.5,0.0,0.0,26.8,yellow,TriBeCa/Civic Center,Times Sq/Theatre District,Manhattan,Manhattan,1,69.91,73.19,75.0
590,2019-03-14 16:22:50,2019-03-14 16:30:33,2,1.04,6.5,1.5,0.0,12.3,yellow,Central Park,Upper East Side North,Manhattan,Manhattan,0,0.02,1.24,0.0
2470,2019-03-14 21:17:26,2019-03-14 21:30:03,4,1.85,10.0,2.76,0.0,16.56,yellow,Times Sq/Theatre District,West Village,Manhattan,Manhattan,0,0.03,1.24,0.0
4148,2019-03-05 18:44:05,2019-03-05 18:56:17,1,1.3,9.0,1.5,0.0,14.8,yellow,Murray Hill,East Chelsea,Manhattan,Manhattan,0,0.01,1.24,0.0
2474,2019-03-21 16:51:43,2019-03-21 17:35:26,1,6.55,29.5,8.45,0.0,42.25,yellow,Midtown North,LaGuardia Airport,Manhattan,Queens,0,0.11,1.25,0.0
249,2019-03-10 01:44:58,2019-03-10 01:51:17,6,1.44,6.5,3.09,0.0,13.39,yellow,West Village,Midtown South,Manhattan,Manhattan,0,0.02,1.24,0.0
5618,2019-03-02 22:17:11,2019-03-02 22:28:34,1,3.3,12.5,0.0,0.0,13.8,green,Inwood,Hamilton Heights,Manhattan,Manhattan,1,71.62,75.69,75.0
4362,2019-03-01 14:23:35,2019-03-01 14:46:18,6,3.46,15.5,0.0,0.0,18.8,yellow,West Chelsea/Hudson Yards,Little Italy/NoLiTa,Manhattan,Manhattan,1,89.79,92.66,93.78
5286,2019-03-21 09:01:05,2019-03-21 09:10:52,1,0.91,7.5,2.16,0.0,12.96,yellow,Murray Hill,Midtown East,Manhattan,Manhattan,0,0.01,1.24,0.0
6046,2019-03-14 11:56:44,2019-03-14 12:08:46,1,2.04,10.5,0.0,0.0,11.3,green,East Flushing,Bayside,Queens,Queens,0,28.95,10.42,9.09
2998,2019-03-02 00:11:37,2019-03-02 00:30:11,0,2.8,14.5,0.0,0.0,18.3,yellow,Lower East Side,Williamsburg (South Side),Manhattan,Brooklyn,1,89.74,92.63,93.78
3701,2019-03-05 19:24:55,2019-03-05 19:38:57,5,2.04,10.5,2.96,0.0,17.76,yellow,Times Sq/Theatre District,Meatpacking/West Village West,Manhattan,Manhattan,0,0.03,1.24,0.0
2140,2019-03-11 22:23:49,2019-03-11 22:30:39,2,0.9,6.5,1.7,0.0,12.0,yellow,Penn Station/Madison Sq West,Murray Hill,Manhattan,Manhattan,0,0.02,1.24,0.0
4699,2019-03-16 01:44:45,2019-03-16 01:53:53,1,0.95,7.5,0.0,0.0,11.3,yellow,Clinton East,Garment District,Manhattan,Manhattan,1,94.34,94.71,96.77
5016,2019-03-30 14:27:42,2019-03-30 14:32:14,1,0.9,5.5,0.0,0.0,8.8,yellow,Little Italy/NoLiTa,World Trade Center,Manhattan,Manhattan,1,91.5,93.51,93.78
3146,2019-03-12 22:37:37,2019-03-12 22:43:19,2,1.0,6.0,1.95,0.0,11.75,yellow,Upper East Side South,Central Park,Manhattan,Manhattan,0,0.02,1.24,0.0
4700,2019-03-08 18:52:56,2019-03-08 19:06:32,2,1.29,10.0,2.86,0.0,17.16,yellow,Clinton West,East Chelsea,Manhattan,Manhattan,0,0.02,1.24,0.0
126,2019-03-13 08:46:04,2019-03-13 08:58:57,1,1.53,10.0,2.66,0.0,15.96,yellow,Lincoln Square West,Upper West Side North,Manhattan,Manhattan,0,0.01,1.24,0.0
3480,2019-03-12 12:21:58,2019-03-12 12:27:05,1,0.72,5.5,1.76,0.0,10.56,yellow,Sutton Place/Turtle Bay North,Upper East Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
4623,2019-03-16 10:40:17,2019-03-16 10:44:30,1,0.6,4.5,0.0,0.0,7.8,yellow,Lincoln Square West,Lincoln Square East,Manhattan,Manhattan,1,89.29,92.4,93.78
4439,2019-03-05 18:23:42,2019-03-05 18:35:19,1,1.6,9.0,2.65,0.0,15.95,yellow,Yorkville East,Upper East Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
3749,2019-03-30 14:17:26,2019-03-30 14:28:15,1,1.39,8.5,2.36,0.0,14.16,yellow,Chinatown,Greenwich Village South,Manhattan,Manhattan,0,0.36,1.27,0.0
2615,2019-03-12 11:08:05,2019-03-12 11:21:02,1,2.0,10.0,2.65,0.0,15.95,yellow,Penn Station/Madison Sq West,East Village,Manhattan,Manhattan,0,0.01,1.24,0.0
2918,2019-03-14 20:48:47,2019-03-14 20:57:36,1,1.7,9.0,0.0,0.0,12.8,yellow,Midtown North,Upper East Side North,Manhattan,Manhattan,1,93.66,94.45,96.77
3173,2019-03-06 07:48:37,2019-03-06 07:56:23,1,0.97,7.0,2.06,0.0,12.36,yellow,Yorkville East,Lenox Hill West,Manhattan,Manhattan,0,0.01,1.24,0.0
4323,2019-03-28 16:12:28,2019-03-28 16:31:44,1,2.4,13.0,4.3,0.0,21.6,yellow,Flatiron,Seaport,Manhattan,Manhattan,0,0.02,1.24,0.0
5124,2019-03-30 07:57:26,2019-03-30 08:07:18,1,1.8,9.5,1.0,0.0,13.8,yellow,West Chelsea/Hudson Yards,Flatiron,Manhattan,Manhattan,0,0.01,1.24,0.0
1442,2019-03-28 14:51:25,2019-03-28 15:00:44,1,0.6,7.0,2.05,0.0,12.35,yellow,Union Sq,Kips Bay,Manhattan,Manhattan,0,0.02,1.24,0.0
603,2019-03-03 01:38:40,2019-03-03 01:49:06,5,2.07,9.5,2.66,0.0,15.96,yellow,SoHo,Kips Bay,Manhattan,Manhattan,0,0.04,1.24,0.0
77,2019-03-05 15:41:23,2019-03-05 15:46:30,1,0.6,5.0,1.65,0.0,9.95,yellow,Midtown Center,Midtown Center,Manhattan,Manhattan,0,0.01,1.24,0.0
2200,2019-03-03 07:21:40,2019-03-03 07:39:12,1,7.2,22.0,7.55,0.0,32.85,yellow,Midtown Center,World Trade Center,Manhattan,Manhattan,0,0.08,1.24,0.0
1554,2019-03-11 21:41:34,2019-03-11 21:48:07,2,1.37,7.0,1.62,0.0,12.42,yellow,Upper West Side South,Lincoln Square West,Manhattan,Manhattan,0,0.01,1.24,0.0
1914,2019-03-25 16:09:02,2019-03-25 17:02:37,1,18.51,52.0,9.83,5.76,75.39,yellow,JFK Airport,West Village,Queens,Manhattan,0,0.12,1.25,0.0
3305,2019-03-17 00:11:24,2019-03-17 00:28:09,4,3.2,13.0,3.36,0.0,20.16,yellow,East Village,Times Sq/Theatre District,Manhattan,Manhattan,0,0.03,1.24,0.0
6050,2019-03-29 07:52:24,2019-03-29 07:58:34,1,0.6,5.5,0.0,0.0,6.3,green,East Harlem South,East Harlem South,Manhattan,Manhattan,1,86.18,90.53,93.78
151,2019-03-29 10:25:21,2019-03-29 11:14:27,3,6.71,34.0,7.46,0.0,44.76,yellow,Times Sq/Theatre District,Williamsburg (North Side),Manhattan,Brooklyn,0,0.17,1.25,0.0
456,2019-03-18 13:28:31,2019-03-18 13:39:03,3,0.9,8.0,0.0,0.0,11.3,yellow,Midtown North,Midtown East,Manhattan,Manhattan,1,94.07,94.61,96.77
4240,2019-03-04 20:36:55,2019-03-04 20:45:39,1,1.7,8.0,1.77,0.0,13.57,yellow,Murray Hill,Upper East Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
2983,2019-03-02 20:11:54,2019-03-02 20:16:02,2,0.5,4.5,0.0,0.0,8.3,yellow,Midtown East,Murray Hill,Manhattan,Manhattan,1,93.49,94.38,96.77
5415,2019-03-08 10:42:22,2019-03-08 10:50:30,1,1.0,7.0,2.06,0.0,12.36,yellow,West Village,SoHo,Manhattan,Manhattan,0,0.01,1.24,0.0
821,2019-03-29 01:08:41,2019-03-29 01:25:18,1,3.4,13.5,0.0,0.0,17.3,yellow,East Village,Midtown North,Manhattan,Manhattan,1,90.35,92.95,93.78
1212,2019-03-10 23:00:03,2019-03-10 23:13:05,1,3.23,12.0,3.95,0.0,19.75,yellow,Clinton East,Yorkville West,Manhattan,Manhattan,0,0.02,1.24,0.0
3144,2019-03-09 18:37:06,2019-03-09 18:42:32,1,1.22,6.0,2.32,0.0,11.62,yellow,World Trade Center,Hudson Sq,Manhattan,Manhattan,0,0.02,1.24,0.0
823,2019-03-03 15:46:16,2019-03-03 15:49:16,1,0.49,4.0,0.7,0.0,8.0,yellow,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan,0,0.08,1.24,0.0
847,2019-03-01 18:51:32,2019-03-01 19:03:54,1,2.3,11.0,3.05,0.0,18.35,yellow,Lincoln Square West,Morningside Heights,Manhattan,Manhattan,0,0.01,1.24,0.0
2051,2019-03-16 17:08:47,2019-03-16 17:30:30,2,3.36,16.0,4.82,0.0,24.12,yellow,West Chelsea/Hudson Yards,Lenox Hill West,Manhattan,Manhattan,0,0.03,1.24,0.0
4939,2019-03-14 06:10:54,2019-03-14 07:09:08,1,18.06,52.0,5.0,0.0,60.3,yellow,JFK Airport,Upper East Side South,Queens,Manhattan,0,0.13,1.25,0.0
6152,2019-03-27 11:27:02,2019-03-27 12:14:22,1,6.62,33.54,0.0,0.0,34.04,green,Mott Haven/Port Morris,Midtown North,Bronx,Manhattan,0,9.57,2.55,4.76
2334,2019-03-21 23:11:43,2019-03-21 23:20:48,1,1.38,8.0,2.36,0.0,14.16,yellow,Lincoln Square East,Upper West Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
1176,2019-03-12 12:52:00,2019-03-12 13:03:11,1,5.12,15.5,0.0,0.0,16.3,yellow,Elmhurst,Briarwood/Jamaica Hills,Queens,Queens,1,76.98,82.47,93.1
5726,2019-03-22 17:14:30,2019-03-22 17:16:30,1,0.44,3.5,0.0,0.0,5.3,green,Greenpoint,Greenpoint,Brooklyn,Brooklyn,1,78.75,84.36,93.1
2095,2019-03-08 00:20:24,2019-03-08 00:34:01,2,2.94,12.0,0.0,0.0,15.8,yellow,East Chelsea,Midtown North,Manhattan,Manhattan,1,92.33,93.88,93.78
1342,2019-03-11 09:56:19,2019-03-11 10:04:33,1,2.5,10.0,0.0,0.0,10.8,yellow,JFK Airport,Baisley Park,Queens,Queens,1,91.44,93.48,93.78
4494,2019-03-20 18:26:04,2019-03-20 18:47:05,3,3.18,15.5,0.0,0.0,19.8,yellow,Manhattan Valley,Lenox Hill West,Manhattan,Manhattan,1,92.48,93.95,93.78
1043,2019-03-23 16:37:31,2019-03-23 16:41:53,5,0.63,4.5,0.0,0.0,7.8,yellow,Midtown South,Gramercy,Manhattan,Manhattan,1,94.57,94.8,96.77
5824,2019-03-10 04:59:24,2019-03-10 05:02:40,5,0.94,5.0,0.0,0.0,6.3,green,Bedford,Stuyvesant Heights,Brooklyn,Brooklyn,1,61.94,59.63,64.71
5039,2019-03-07 13:22:35,2019-03-07 13:27:00,1,0.66,5.0,0.0,0.0,5.8,yellow,Manhattan Valley,Manhattan Valley,Manhattan,Manhattan,1,88.35,91.87,93.78
351,2019-03-03 00:53:01,2019-03-03 01:08:24,1,2.8,12.5,3.25,0.0,19.55,yellow,Lower East Side,West Chelsea/Hudson Yards,Manhattan,Manhattan,0,0.01,1.24,0.0
1509,2019-03-13 07:19:43,2019-03-13 08:07:13,1,13.27,44.5,6.0,5.76,57.06,yellow,Bloomingdale,Elmhurst,Manhattan,Queens,0,0.75,1.31,0.0
3984,2019-03-12 01:00:25,2019-03-12 01:03:47,1,0.7,4.5,1.66,0.0,9.96,yellow,Midtown East,Midtown East,Manhattan,Manhattan,0,0.01,1.24,0.0
174,2019-03-04 20:56:26,2019-03-04 21:13:36,1,9.97,28.5,0.0,0.0,29.8,yellow,Mott Haven/Port Morris,Riverdale/North Riverdale/Fieldston,Bronx,Bronx,0,6.25,1.98,0.0
3872,2019-03-15 10:31:54,2019-03-15 10:37:37,1,0.84,5.5,1.76,0.0,10.56,yellow,Midtown East,Midtown East,Manhattan,Manhattan,0,0.01,1.24,0.0
4147,2019-03-17 22:55:40,2019-03-17 23:12:12,3,3.7,15.0,0.0,0.0,18.8,yellow,Murray Hill,Lower East Side,Manhattan,Manhattan,1,90.39,92.97,93.78
424,2019-03-31 00:14:24,2019-03-31 00:29:29,1,1.9,11.5,1.0,0.0,16.3,yellow,East Village,Two Bridges/Seward Park,Manhattan,Manhattan,0,0.01,1.24,0.0
3107,2019-03-15 08:19:13,2019-03-15 09:06:10,1,10.54,40.0,12.26,5.76,61.32,yellow,Times Sq/Theatre District,LaGuardia Airport,Manhattan,Queens,0,0.14,1.25,0.0
894,2019-03-25 07:28:39,2019-03-25 07:39:06,1,1.43,8.5,2.36,0.0,14.16,yellow,UN/Turtle Bay South,Penn Station/Madison Sq West,Manhattan,Manhattan,0,0.01,1.24,0.0
3145,2019-03-19 07:16:42,2019-03-19 07:27:21,1,2.0,9.5,3.2,0.0,16.0,yellow,SoHo,Murray Hill,Manhattan,Manhattan,0,0.02,1.24,0.0
6320,2019-03-23 20:40:37,2019-03-23 20:48:46,1,1.81,8.0,0.0,0.0,9.3,green,Long Island City/Queens Plaza,Old Astoria,Queens,Queens,1,79.82,85.42,93.1
2407,2019-03-04 19:22:55,2019-03-04 19:30:01,1,0.94,6.5,1.5,0.0,12.3,yellow,Lenox Hill East,Lenox Hill West,Manhattan,Manhattan,0,0.01,1.24,0.0
6190,2019-03-29 07:10:38,2019-03-29 07:20:31,1,1.93,8.5,0.0,0.0,12.05,green,East Harlem North,Upper East Side North,Manhattan,Manhattan,1,86.98,91.04,93.78
104,2019-03-28 13:29:48,2019-03-28 13:56:36,3,9.5,30.0,0.0,5.76,39.06,yellow,Queensboro Hill,Midtown South,Queens,Manhattan,0,26.41,8.73,9.09
4906,2019-03-06 07:54:22,2019-03-06 08:21:38,1,7.1,25.5,4.32,0.0,33.12,yellow,Battery Park City,Midtown East,Manhattan,Manhattan,0,0.06,1.24,0.0
2587,2019-03-11 17:39:12,2019-03-11 17:48:45,1,0.91,7.5,2.36,0.0,14.16,yellow,Murray Hill,Murray Hill,Manhattan,Manhattan,0,0.01,1.24,0.0
6127,2019-03-05 21:34:44,2019-03-05 21:48:40,1,1.53,10.5,0.0,0.0,11.8,green,Fort Greene,Downtown Brooklyn/MetroTech,Brooklyn,Brooklyn,1,89.64,92.58,93.78
3665,2019-03-24 09:54:55,2019-03-24 09:57:51,3,0.6,4.5,1.95,0.0,9.75,yellow,Midtown South,Murray Hill,Manhattan,Manhattan,0,0.02,1.24,0.0
2656,2019-03-10 00:25:28,2019-03-10 00:43:35,6,7.06,22.0,4.66,0.0,27.96,yellow,LaGuardia Airport,Bushwick North,Queens,Brooklyn,0,0.23,1.26,0.0
4247,2019-03-10 16:47:14,2019-03-10 16:54:09,1,0.59,6.0,1.86,0.0,11.16,yellow,Greenwich Village North,Flatiron,Manhattan,Manhattan,0,0.01,1.24,0.0
2921,2019-03-22 08:41:28,2019-03-22 08:46:48,5,0.86,5.5,1.32,0.0,10.12,yellow,Upper West Side South,Lincoln Square East,Manhattan,Manhattan,0,0.03,1.24,0.0
4736,2019-03-22 02:20:08,2019-03-22 02:28:19,1,1.4,7.5,2.25,0.0,13.55,yellow,Midtown Center,Clinton East,Manhattan,Manhattan,0,0.01,1.24,0.0
137,2019-03-09 19:07:27,2019-03-09 19:10:45,1,0.55,4.5,1.56,0.0,9.36,yellow,Yorkville East,Yorkville West,Manhattan,Manhattan,0,0.01,1.24,0.0
1375,2019-03-17 17:10:42,2019-03-17 17:37:45,2,4.17,19.5,4.56,0.0,27.36,yellow,Kips Bay,Lincoln Square West,Manhattan,Manhattan,0,0.03,1.24,0.0
4101,2019-03-06 08:57:34,2019-03-06 09:07:29,1,0.5,7.5,2.15,0.0,12.95,yellow,Midtown East,Midtown Center,Manhattan,Manhattan,0,0.01,1.24,0.0
6195,2019-03-08 14:19:12,2019-03-08 14:43:30,3,3.96,18.0,3.76,0.0,22.56,green,Forest Hills,South Ozone Park,Queens,Queens,0,0.97,1.33,0.0
4596,2019-03-04 13:43:33,2019-03-04 13:49:22,1,0.8,5.5,1.75,0.0,10.55,yellow,Midtown East,Midtown Center,Manhattan,Manhattan,0,0.01,1.24,0.0
4951,2019-03-22 20:29:21,2019-03-22 20:42:32,2,1.0,9.0,0.0,0.0,12.8,yellow,East Chelsea,Midtown South,Manhattan,Manhattan,1,94.76,94.88,96.77
5459,2019-03-29 16:25:22,2019-03-29 17:15:57,1,12.76,39.5,0.0,0.0,41.3,green,Brighton Beach,Richmond Hill,Brooklyn,Queens,0,1.97,1.43,0.0
1454,2019-03-23 18:14:23,2019-03-23 18:20:19,1,1.4,7.0,1.5,0.0,11.8,yellow,Upper East Side North,Lincoln Square East,Manhattan,Manhattan,0,0.02,1.24,0.0
820,2019-03-14 01:41:38,2019-03-14 01:49:32,1,2.8,10.5,0.0,0.0,11.8,yellow,LaGuardia Airport,Flushing Meadows-Corona Park,Queens,Queens,1,92.65,94.03,93.78
3966,2019-03-22 20:37:49,2019-03-22 21:03:40,1,3.4,17.0,4.15,0.0,24.95,yellow,Upper East Side South,Greenwich Village South,Manhattan,Manhattan,0,0.02,1.24,0.0
892,2019-03-01 14:21:09,2019-03-01 14:39:12,0,2.3,12.5,1.2,0.0,17.0,yellow,Yorkville West,Midtown Center,Manhattan,Manhattan,0,0.01,1.24,0.0
4338,2019-03-01 17:25:02,2019-03-01 17:35:30,3,1.7,8.5,2.3,0.0,15.1,yellow,Lincoln Square East,Upper West Side North,Manhattan,Manhattan,0,0.02,1.24,0.0
4832,2019-03-03 18:43:23,2019-03-03 18:48:52,5,0.63,5.5,1.0,0.0,9.8,yellow,Times Sq/Theatre District,Clinton West,Manhattan,Manhattan,0,0.03,1.24,0.0
812,2019-03-12 09:33:28,2019-03-12 09:36:38,1,0.48,4.0,0.0,0.0,7.3,yellow,Lenox Hill West,Upper East Side North,Manhattan,Manhattan,1,91.82,93.66,93.78
356,2019-03-25 18:42:25,2019-03-25 18:54:54,1,1.8,9.5,2.0,0.0,15.8,yellow,Midtown Center,Union Sq,Manhattan,Manhattan,0,0.01,1.24,0.0
6209,2019-03-20 09:30:10,2019-03-20 10:19:20,1,7.85,32.5,0.0,0.0,33.3,green,Ridgewood,Upper East Side South,Queens,Manhattan,0,17.33,4.54,4.76
1089,2019-03-10 01:43:32,2019-03-10 01:45:22,1,0.37,3.5,0.0,0.0,4.8,yellow,JFK Airport,JFK Airport,Queens,Queens,1,95.56,95.17,100.0
2055,2019-03-07 18:15:42,2019-03-07 18:25:39,1,1.9,8.5,2.55,0.0,15.35,yellow,Union Sq,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0,0.01,1.24,0.0
146,2019-03-11 11:36:07,2019-03-11 11:57:43,2,5.09,19.0,5.58,0.0,27.88,yellow,Financial District North,Stuy Town/Peter Cooper Village,Manhattan,Manhattan,0,0.05,1.24,0.0
382,2019-03-17 16:09:20,2019-03-17 16:27:25,4,2.6,13.5,0.0,0.0,16.8,yellow,East Chelsea,Upper East Side South,Manhattan,Manhattan,1,94.58,94.81,96.77
5613,2019-03-22 10:12:03,2019-03-22 10:15:17,1,0.46,4.0,0.0,0.0,4.8,green,Washington Heights South,Washington Heights South,Manhattan,Manhattan,1,84.51,89.37,93.78
5997,2019-03-02 02:56:23,2019-03-02 03:24:37,1,6.81,24.0,0.0,0.0,25.3,green,Jackson Heights,Queensboro Hill,Queens,Queens,1,54.86,46.13,64.71
123,2019-03-20 21:17:25,2019-03-20 21:22:39,1,0.83,5.5,0.0,0.0,9.3,yellow,Clinton East,Midtown Center,Manhattan,Manhattan,1,93.82,94.51,96.77
5633,2019-03-24 00:14:55,2019-03-24 00:21:13,1,0.96,6.5,1.56,0.0,9.36,green,Boerum Hill,Fort Greene,Brooklyn,Brooklyn,0,0.09,1.24,0.0
420,2019-03-13 14:37:14,2019-03-13 14:43:12,0,0.7,5.5,1.75,0.0,10.55,yellow,Little Italy/NoLiTa,West Village,Manhattan,Manhattan,0,0.02,1.24,0.0
2992,2019-03-04 13:23:05,2019-03-04 13:35:51,1,1.8,10.0,1.0,0.0,14.3,yellow,Gramercy,SoHo,Manhattan,Manhattan,0,0.01,1.24,0.0
1948,2019-03-29 21:11:52,2019-03-29 21:20:47,2,0.9,7.0,2.15,0.0,12.95,yellow,Times Sq/Theatre District,Midtown South,Manhattan,Manhattan,0,0.02,1.24,0.0
1780,2019-03-14 16:08:23,2019-03-14 16:11:23,1,0.44,4.0,0.0,0.0,8.3,yellow,Upper East Side North,Upper East Side North,Manhattan,Manhattan,1,94.06,94.61,96.77
1695,2019-03-03 22:07:34,2019-03-03 22:43:57,1,8.3,29.5,6.65,0.0,39.95,yellow,East Chelsea,Prospect-Lefferts Gardens,Manhattan,Brooklyn,0,0.13,1.25,0.0
3688,2019-03-04 09:53:33,2019-03-04 09:57:09,1,0.8,5.0,1.66,0.0,9.96,yellow,Upper East Side South,Midtown Center,Manhattan,Manhattan,0,0.01,1.24,0.0
560,2019-03-10 10:35:21,2019-03-10 10:39:16,2,0.8,5.0,0.0,0.0,8.3,yellow,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan,1,94.85,94.91,96.77
