,passengers,distance,fare,tip,tolls,total,predicted,probability cash %,calibration isoreg probability cash %
5357,1,0.7,5.0,1.65,0.0,9.95,0,0.0,0.0
2641,1,3.0,13.0,3.45,0.0,20.75,0,0.0,0.0
4418,1,1.54,8.5,3.54,0.0,15.34,0,0.0,0.0
1703,1,1.14,6.0,1.86,0.0,11.16,0,0.0,0.0
4214,1,2.1,11.0,2.85,0.0,17.15,0,0.0,0.0
2880,1,1.7,13.0,3.25,0.0,19.55,0,0.0,0.0
5920,1,2.28,10.0,2.16,0.0,12.96,0,0.0,0.0
6311,1,0.7,4.5,0.0,0.0,5.3,1,99.99,89.55
5192,3,0.72,5.0,2.2,0.0,11.0,0,0.0,0.0
1860,1,0.9,8.5,0.0,0.0,11.8,1,99.99,83.06
2509,1,1.06,9.5,1.0,0.0,13.8,0,0.0,0.0
6330,1,0.75,5.0,0.0,0.0,6.3,1,99.99,89.55
4626,3,2.8,14.0,0.0,0.0,17.8,1,99.98,81.58
3880,1,8.7,27.0,7.41,5.76,44.47,0,0.0,0.0
2873,1,1.76,9.5,1.0,0.0,13.8,0,0.0,0.0
5386,2,1.02,6.5,0.0,0.0,10.3,1,99.99,89.19
107,1,0.78,5.5,1.47,0.0,11.27,0,0.0,0.0
29,1,0.92,12.0,0.0,0.0,15.3,1,99.99,83.06
2792,3,1.1,9.0,2.65,0.0,15.95,0,0.0,0.0
1728,6,1.21,8.0,2.46,0.0,14.76,0,0.0,0.0
751,1,1.42,7.5,1.2,0.0,12.0,0,0.0,0.0
584,1,4.2,15.0,3.75,0.0,22.55,0,0.0,0.0
1220,0,3.1,11.5,3.65,0.0,15.95,0,0.0,0.0
2185,2,1.23,7.5,2.16,0.0,12.96,0,0.0,0.0
4404,1,1.36,10.0,2.66,0.0,15.96,0,0.0,0.0
6112,1,0.86,6.0,0.0,0.0,7.3,1,99.99,89.19
548,6,0.87,5.5,0.0,0.0,9.3,1,99.99,83.06
5826,1,1.1,6.5,0.0,0.0,7.3,1,99.99,89.19
5979,1,1.0,6.5,1.46,0.0,8.76,0,0.0,0.0
2119,1,1.97,11.0,2.96,0.0,17.76,0,0.0,0.0
1743,1,1.4,11.5,1.2,0.0,17.0,0,0.0,0.0
6194,1,0.76,4.5,1.06,0.0,6.36,0,0.0,0.0
6289,1,0.77,5.0,0.0,0.0,6.3,1,99.99,89.55
4505,1,0.8,5.5,1.47,0.0,11.27,0,0.0,0.0
5352,1,5.34,19.0,2.0,0.0,24.8,0,0.0,0.0
3718,1,8.47,26.5,0.0,0.0,29.8,1,99.95,41.67
3951,1,0.76,5.5,1.76,0.0,10.56,0,0.0,0.0
3162,1,1.3,9.0,0.0,0.0,10.8,1,99.99,83.06
4304,3,0.87,5.5,1.0,0.0,10.8,0,0.0,0.0
2316,1,1.66,8.0,0.0,0.0,11.3,1,99.99,83.06
2666,1,0.89,7.0,2.06,0.0,12.36,0,0.0,0.0
1400,1,1.6,10.0,2.5,0.0,16.3,0,0.0,0.0
1817,1,0.6,5.0,1.86,0.0,11.16,0,0.0,0.0
90,5,2.55,16.5,0.0,0.0,19.8,1,99.98,70.37
6066,2,4.45,15.0,0.0,0.0,15.8,1,99.98,81.58
1606,1,0.91,6.0,1.86,0.0,11.16,0,0.0,0.0
3980,1,3.9,13.0,3.35,0.0,20.15,0,0.0,0.0
624,1,0.31,3.0,1.0,0.0,7.3,0,0.0,0.0
69,1,0.55,7.5,1.5,0.0,12.3,0,0.0,0.0
889,2,1.44,8.5,2.36,0.0,14.16,0,0.0,0.0
2805,1,10.99,33.0,8.41,5.76,50.47,0,0.0,0.0
4866,1,1.47,7.5,2.16,0.0,12.96,0,0.0,0.0
4140,1,1.99,8.0,2.26,0.0,13.56,0,0.0,0.0
4222,1,2.37,13.0,3.26,0.0,19.56,0,0.0,0.0
3066,1,3.37,17.5,4.26,0.0,25.56,0,0.0,0.0
947,1,2.2,9.5,3.0,0.0,16.8,0,0.0,0.0
877,1,0.77,5.5,1.0,0.0,9.8,0,0.0,0.0
4672,1,2.1,9.0,0.0,0.0,13.3,1,99.99,83.06
6003,1,3.71,16.5,0.0,0.0,20.55,1,99.98,70.37
293,1,2.3,12.5,3.0,0.0,19.3,0,0.0,0.0
2697,1,3.87,20.0,4.66,0.0,27.96,0,0.0,0.0
445,1,1.3,5.5,0.0,0.0,6.3,1,99.99,89.19
1397,2,0.7,5.5,0.0,0.0,8.8,1,99.99,89.19
1272,1,4.6,16.5,3.95,0.0,23.75,0,0.0,0.0
6224,1,1.08,6.0,0.0,0.0,9.55,1,99.99,89.19
5746,1,1.46,7.0,0.0,0.0,7.8,1,99.99,89.19
3532,1,0.48,5.5,1.86,0.0,11.16,0,0.0,0.0
4483,6,0.0,2.5,0.0,0.0,3.3,1,99.99,89.19
367,1,5.63,18.5,0.0,0.0,21.8,1,99.97,67.65
4510,1,1.5,9.0,5.0,0.0,17.3,0,0.0,0.0
2115,1,13.29,39.5,9.71,5.76,58.27,0,0.0,0.0
5584,2,5.94,35.0,0.0,0.0,35.0,1,99.94,41.67
3541,1,6.3,27.0,7.58,0.0,37.88,0,0.0,0.0
5889,1,2.58,10.0,0.0,0.0,10.8,1,99.99,83.06
3618,1,1.3,9.0,2.0,0.0,14.3,0,0.0,0.0
2615,1,2.0,10.0,2.65,0.0,15.95,0,0.0,0.0
5286,1,0.91,7.5,2.16,0.0,12.96,0,0.0,0.0
2864,5,1.23,5.5,2.94,0.0,12.74,0,0.0,0.0
2114,2,2.73,13.5,3.36,0.0,20.16,0,0.0,0.0
1186,3,10.2,29.0,9.02,5.76,45.08,0,0.0,0.0
4395,1,4.73,15.5,3.76,0.0,22.56,0,0.0,0.0
2929,1,1.59,7.5,2.26,0.0,13.56,0,0.0,0.0
4003,1,2.1,9.0,0.0,0.0,10.3,1,99.99,83.06
4874,2,3.9,15.5,0.0,0.0,19.3,1,99.98,70.37
6290,1,2.0,10.0,2.0,0.0,13.3,0,0.0,0.0
151,3,6.71,34.0,7.46,0.0,44.76,0,0.0,0.0
2439,1,1.6,9.0,0.0,0.0,10.3,1,99.99,83.06
1033,1,0.51,6.0,0.0,0.0,9.3,1,99.99,89.19
